id_pedido,data,categoria,preco_unitario,quantidade,regiao,forma_pagamento,valor_total
2305,2025-01-29,Moda,226.24,1,Centro-Oeste,Pix,226.24
736,2025-01-29,Casa e Decoração,489.21,3,Nordeste,Cartão de Crédito,1467.63
1977,2025-01-29,Moda,97.68,1,Sudeste,Cartão de Crédito,97.68
2531,2025-01-29,Esporte e Lazer,115.63,2,Sudeste,Pix,231.26
2171,2025-01-29,Livros,66.02,2,Nordeste,Pix,132.04
1891,2025-01-29,Beleza,28.18,3,Sul,Cartão de Débito,84.54
214,2025-01-30,Esporte e Lazer,68.23,1,Norte,Pix,68.23
360,2025-01-30,Livros,33.64,1,Sudeste,Pix,33.64
2613,2025-01-30,Beleza,116.25,2,Nordeste,Cartão de Crédito,232.5
1121,2025-01-30,Eletrônicos,686.02,1,Sudeste,Cartão de Crédito,686.02
3423,2025-01-31,Casa e Decoração,50.55,1,Nordeste,Cartão de Crédito,50.55
2378,2025-01-31,Esporte e Lazer,83.19,1,Sul,Cartão de Crédito,83.19
4290,2025-01-31,Beleza,22.98,1,Sudeste,Cartão de Crédito,22.98
880,2025-01-31,Eletrônicos,665.19,3,Centro-Oeste,Pix,1995.57
4343,2025-01-31,Moda,101.98,1,Sul,Cartão de Crédito,101.98
3781,2025-01-31,Eletrônicos,2552.14,3,Nordeste,Cartão de Crédito,7656.42
1937,2025-01-31,Esporte e Lazer,484.2,2,Norte,Cartão de Crédito,968.4
1832,2025-01-31,Livros,34.77,2,Sudeste,Pix,69.54
1512,2025-01-31,Moda,227.21,1,Norte,Cartão de Crédito,227.21
1106,2025-02-01,Esporte e Lazer,71.89,2,Sudeste,Cartão de Crédito,143.78
413,2025-02-01,Eletrônicos,828.39,3,Sudeste,Pix,2485.17
3822,2025-02-01,Eletrônicos,2630.97,3,Nordeste,Cartão de Crédito,7892.91
1053,2025-02-01,Moda,98.41,1,Sudeste,Boleto,98.41
1128,2025-02-02,Livros,39.64,1,Sul,Cartão de Crédito,39.64
2958,2025-02-02,Esporte e Lazer,43.68,4,Sul,Cartão de Crédito,174.72
3871,2025-02-02,Livros,59.42,1,Sul,Boleto,59.42
2365,2025-02-02,Esporte e Lazer,166.72,2,Sudeste,Boleto,333.44
545,2025-02-02,Moda,143.98,1,Sudeste,Cartão de Crédito,143.98
1746,2025-02-02,Livros,42.83,1,Nordeste,Cartão de Crédito,42.83
2324,2025-02-02,Moda,106.99,1,Sudeste,Cartão de Crédito,106.99
802,2025-02-03,Beleza,133.52,1,Sul,Cartão de Crédito,133.52
3552,2025-02-03,Moda,58.88,1,Sudeste,Cartão de Crédito,58.88
2081,2025-02-03,Moda,269.0,2,Nordeste,Pix,538.0
245,2025-02-03,Eletrônicos,919.58,2,Sudeste,Cartão de Crédito,1839.16
2864,2025-02-03,Livros,41.93,4,Sul,Cartão de Crédito,167.72
1399,2025-02-04,Esporte e Lazer,82.67,3,Nordeste,Pix,248.01
2197,2025-02-04,Beleza,40.33,1,Sul,Cartão de Crédito,40.33
1162,2025-02-04,Casa e Decoração,98.68,2,Sudeste,Cartão de Crédito,197.36
4320,2025-02-04,Moda,276.54,2,Centro-Oeste,Pix,553.08
3485,2025-02-04,Beleza,172.14,1,Nordeste,Cartão de Débito,172.14
99,2025-02-04,Beleza,17.15,4,Nordeste,Cartão de Crédito,68.6
633,2025-02-04,Moda,66.29,1,Sul,Cartão de Débito,66.29
2813,2025-02-04,Livros,86.46,1,Sul,Pix,86.46
2496,2025-02-04,Casa e Decoração,450.34,2,Centro-Oeste,Cartão de Crédito,900.68
170,2025-02-04,Moda,314.69,1,Nordeste,Pix,314.69
3678,2025-02-04,Esporte e Lazer,66.28,4,Sudeste,Boleto,265.12
2338,2025-02-05,Beleza,46.44,1,Nordeste,Pix,46.44
2892,2025-02-05,Livros,52.22,3,Sul,Boleto,156.66
4656,2025-02-05,Esporte e Lazer,90.48,4,Sudeste,Cartão de Crédito,361.92
2565,2025-02-05,Beleza,83.52,1,Nordeste,Cartão de Crédito,83.52
368,2025-02-05,Beleza,94.18,2,Sudeste,Cartão de Crédito,188.36
3888,2025-02-06,Livros,67.85,1,Sudeste,Cartão de Crédito,67.85
2635,2025-02-06,Eletrônicos,195.02,3,Sudeste,Pix,585.06
2691,2025-02-06,Livros,33.87,2,Sudeste,Cartão de Crédito,67.74
3121,2025-02-06,Esporte e Lazer,205.55,4,Centro-Oeste,Cartão de Crédito,822.2
2489,2025-02-07,Moda,60.66,2,Nordeste,Cartão de Crédito,121.32
3940,2025-02-07,Beleza,53.05,2,Sudeste,Cartão de Crédito,106.1
797,2025-02-07,Casa e Decoração,106.74,1,Sudeste,Cartão de Crédito,106.74
3334,2025-02-08,Livros,107.19,1,Centro-Oeste,Boleto,107.19
2972,2025-02-08,Esporte e Lazer,204.98,1,Nordeste,Cartão de Crédito,204.98
4841,2025-02-08,Moda,124.22,2,Nordeste,Pix,248.44
3959,2025-02-08,Casa e Decoração,310.14,3,Sudeste,Pix,930.42
1780,2025-02-08,Esporte e Lazer,165.16,1,Sudeste,Pix,165.16
1135,2025-02-08,Livros,48.18,4,Sudeste,Pix,192.72
4110,2025-02-08,Beleza,33.71,3,Sudeste,Cartão de Crédito,101.13
4757,2025-02-09,Beleza,66.73,4,Nordeste,Cartão de Crédito,266.92
3828,2025-02-09,Esporte e Lazer,271.81,1,Centro-Oeste,Boleto,271.81
4546,2025-02-09,Moda,70.2,2,Sudeste,Pix,140.4
2987,2025-02-09,Moda,78.6,2,Nordeste,Boleto,157.2
3835,2025-02-09,Esporte e Lazer,68.79,2,Sudeste,Cartão de Crédito,137.58
2040,2025-02-09,Beleza,93.75,1,Sul,Cartão de Crédito,93.75
834,2025-02-10,Eletrônicos,1469.01,3,Sudeste,Cartão de Crédito,4407.03
2258,2025-02-10,Beleza,84.6,2,Sudeste,Cartão de Crédito,169.2
1186,2025-02-10,Livros,32.28,1,Sul,Cartão de Crédito,32.28
2188,2025-02-10,Livros,43.55,3,Sudeste,Pix,130.65
211,2025-02-10,Esporte e Lazer,134.65,2,Sudeste,Pix,269.3
3339,2025-02-10,Moda,374.36,2,Centro-Oeste,Pix,748.72
1873,2025-02-10,Casa e Decoração,44.24,1,Sudeste,Pix,44.24
3153,2025-02-10,Casa e Decoração,47.17,2,Sudeste,Pix,94.34
922,2025-02-11,Beleza,115.17,1,Sudeste,Boleto,115.17
2317,2025-02-11,Livros,82.51,1,Nordeste,Cartão de Crédito,82.51
1896,2025-02-11,Eletrônicos,1726.29,1,Nordeste,Cartão de Crédito,1726.29
529,2025-02-11,Beleza,95.9,1,Sudeste,Cartão de Crédito,95.9
2851,2025-02-11,Esporte e Lazer,123.26,1,Centro-Oeste,Cartão de Crédito,123.26
4378,2025-02-11,Beleza,74.03,2,Centro-Oeste,Cartão de Crédito,148.06
3393,2025-02-12,Esporte e Lazer,133.91,1,Norte,Cartão de Débito,133.91
3462,2025-02-13,Moda,158.28,1,Sudeste,Pix,158.28
4052,2025-02-13,Beleza,113.07,1,Nordeste,Pix,113.07
1790,2025-02-13,Moda,323.73,2,Sudeste,Boleto,647.46
2914,2025-02-14,Livros,39.51,1,Sudeste,Boleto,39.51
3502,2025-02-14,Eletrônicos,1009.59,1,Norte,Pix,1009.59
103,2025-02-14,Beleza,33.34,1,Nordeste,Cartão de Crédito,33.34
424,2025-02-15,Livros,39.44,4,Nordeste,Cartão de Débito,157.76
1916,2025-02-15,Eletrônicos,1296.94,3,Sul,Pix,3890.82
3800,2025-02-15,Casa e Decoração,71.65,2,Sul,Cartão de Crédito,143.3
1402,2025-02-16,Beleza,53.98,1,Sudeste,Cartão de Crédito,53.98
4467,2025-02-16,Moda,218.9,1,Norte,Pix,218.9
4276,2025-02-17,Esporte e Lazer,207.31,2,Nordeste,Cartão de Crédito,414.62
1787,2025-02-17,Casa e Decoração,540.72,4,Sudeste,Cartão de Crédito,2162.88
4081,2025-02-17,Eletrônicos,1675.05,1,Sul,Pix,1675.05
3349,2025-02-17,Moda,94.2,3,Sul,,282.6
4507,2025-02-17,Moda,48.33,3,Nordeste,Cartão de Crédito,144.99
1998,2025-02-17,Livros,69.51,2,Nordeste,Cartão de Crédito,139.02
3861,2025-02-17,Moda,46.05,2,Sul,Pix,92.1
2190,2025-02-18,Moda,295.54,4,Sudeste,Pix,1182.16
981,2025-02-18,Esporte e Lazer,92.96,2,Sudeste,Boleto,185.92
1400,2025-02-18,Esporte e Lazer,117.01,1,Sul,Cartão de Crédito,117.01
4411,2025-02-19,Eletrônicos,877.22,1,Nordeste,Cartão de Crédito,877.22
4199,2025-02-19,Livros,35.36,1,Nordeste,Pix,35.36
2799,2025-02-19,Livros,43.93,2,Sul,Cartão de Crédito,87.86
3336,2025-02-19,Esporte e Lazer,234.67,1,Nordeste,Cartão de Crédito,234.67
4899,2025-02-19,Casa e Decoração,324.5,3,Norte,Cartão de Crédito,973.5
1845,2025-02-20,Casa e Decoração,58.44,1,Norte,Pix,58.44
4997,2025-02-20,Casa e Decoração,54.62,1,Sudeste,Boleto,54.62
4431,2025-02-20,Moda,226.5,2,Sudeste,Pix,453.0
4929,2025-02-20,Esporte e Lazer,428.22,2,Sudeste,Cartão de Crédito,856.44
4548,2025-02-21,Casa e Decoração,284.33,2,Nordeste,Pix,568.66
183,2025-02-21,Moda,151.68,3,Centro-Oeste,Cartão de Crédito,455.04
2309,2025-02-21,Livros,42.22,1,Sudeste,Cartão de Crédito,42.22
3313,2025-02-21,Casa e Decoração,101.63,4,Nordeste,Cartão de Crédito,406.52
3039,2025-02-21,Livros,22.75,4,Norte,Cartão de Crédito,91.0
4572,2025-02-22,Livros,27.19,1,Nordeste,Cartão de Crédito,27.19
1264,2025-02-22,Moda,141.86,2,Sudeste,Boleto,283.72
2702,2025-02-22,Beleza,205.35,1,Sudeste,Cartão de Crédito,205.35
213,2025-02-22,Moda,51.78,4,Norte,Cartão de Crédito,207.12
3754,2025-02-22,Moda,95.08,3,Nordeste,Cartão de Crédito,285.24
3139,2025-02-22,Moda,255.62,2,Sul,Cartão de Crédito,511.24
4155,2025-02-22,Beleza,53.15,3,Norte,Cartão de Crédito,159.45
1589,2025-02-23,Beleza,97.67,4,Sul,Cartão de Crédito,390.68
2748,2025-02-23,Esporte e Lazer,50.06,2,Sudeste,Pix,100.12
3844,2025-02-23,Eletrônicos,723.01,2,Sul,Cartão de Crédito,1446.02
1910,2025-02-23,Moda,160.85,1,Sudeste,Cartão de Crédito,160.85
882,2025-02-23,Moda,66.85,1,Sul,Cartão de Crédito,66.85
1701,2025-02-23,Livros,38.44,2,Centro-Oeste,Cartão de Débito,76.88
4107,2025-02-23,Moda,107.93,1,Nordeste,Cartão de Crédito,107.93
3458,2025-02-23,Moda,127.82,2,Sul,Pix,255.64
1643,2025-02-23,Moda,65.51,1,Sudeste,Cartão de Débito,65.51
4009,2025-02-24,Beleza,154.68,1,Norte,Pix,154.68
908,2025-02-24,Casa e Decoração,216.77,1,Sudeste,Cartão de Crédito,216.77
355,2025-02-24,Beleza,37.59,2,Sudeste,Pix,75.18
1838,2025-02-25,Esporte e Lazer,86.7,1,Nordeste,Pix,86.7
2979,2025-02-25,Livros,67.33,4,Sudeste,Cartão de Crédito,269.32
1331,2025-02-25,Esporte e Lazer,359.28,1,Sudeste,Cartão de Crédito,359.28
4229,2025-02-25,Livros,33.91,1,Norte,Cartão de Crédito,33.91
3566,2025-02-25,Esporte e Lazer,33.62,4,Sul,Pix,134.48
2087,2025-02-25,Beleza,63.31,1,Nordeste,Boleto,63.31
2686,2025-02-25,Esporte e Lazer,168.48,2,Sudeste,Pix,336.96
3041,2025-02-26,Eletrônicos,282.77,1,Sudeste,Cartão de Débito,282.77
4383,2025-02-26,Eletrônicos,216.22,2,Sul,Pix,432.44
3468,2025-02-27,Beleza,105.31,1,Nordeste,Cartão de Crédito,105.31
4848,2025-02-27,Eletrônicos,1518.77,1,Sudeste,Pix,1518.77
3388,2025-02-27,Casa e Decoração,308.06,3,Sul,Cartão de Crédito,924.18
1304,2025-02-27,Eletrônicos,1626.46,2,Sudeste,Pix,3252.92
2249,2025-02-27,Livros,63.17,1,Sudeste,Cartão de Débito,63.17
137,2025-02-28,Esporte e Lazer,160.07,1,Nordeste,Cartão de Crédito,160.07
3298,2025-02-28,Casa e Decoração,179.9,2,Sudeste,Cartão de Crédito,359.8
463,2025-02-28,Casa e Decoração,231.14,4,Sudeste,Cartão de Débito,924.56
1878,2025-02-28,Eletrônicos,1583.51,3,Sul,Cartão de Débito,4750.53
671,2025-02-28,Beleza,216.61,1,Sudeste,Pix,216.61
2517,2025-03-01,Moda,81.59,1,Sul,Pix,81.59
1319,2025-03-01,Esporte e Lazer,351.93,4,Centro-Oeste,Cartão de Débito,1407.72
111,2025-03-01,Beleza,65.53,1,Centro-Oeste,Pix,65.53
147,2025-03-01,Eletrônicos,1256.73,2,Sudeste,Cartão de Crédito,2513.46
1194,2025-03-01,Eletrônicos,1165.73,2,Sudeste,Pix,2331.46
1431,2025-03-02,Eletrônicos,543.31,2,Sudeste,Pix,1086.62
1480,2025-03-02,Esporte e Lazer,251.82,1,Centro-Oeste,Boleto,251.82
4861,2025-03-02,Beleza,240.06,2,Sudeste,Pix,480.12
4445,2025-03-02,Livros,67.57,2,Sul,Pix,135.14
3414,2025-03-02,Casa e Decoração,100.13,2,Sul,Cartão de Crédito,200.26
1617,2025-03-02,Eletrônicos,1574.7,3,Norte,Cartão de Crédito,4724.1
4608,2025-03-03,Eletrônicos,316.34,3,Nordeste,Cartão de Crédito,949.02
1929,2025-03-03,Eletrônicos,249.89,1,Sudeste,Cartão de Crédito,249.89
3613,2025-03-03,Esporte e Lazer,41.13,2,Sudeste,Cartão de Crédito,82.26
2315,2025-03-03,Livros,48.48,1,Sul,Cartão de Crédito,48.48
3695,2025-03-03,Casa e Decoração,252.99,1,Sudeste,Cartão de Crédito,252.99
670,2025-03-04,Moda,63.92,4,Nordeste,Pix,255.68
349,2025-03-04,Eletrônicos,2154.44,3,Nordeste,Pix,6463.32
3718,2025-03-04,Beleza,246.75,1,Sul,Boleto,246.75
221,2025-03-04,Moda,133.5,4,Sudeste,Pix,534.0
702,2025-03-05,Eletrônicos,2137.08,1,Sudeste,Cartão de Crédito,2137.08
1962,2025-03-05,Moda,51.8,1,Sudeste,Cartão de Crédito,51.8
3610,2025-03-05,Esporte e Lazer,65.12,2,Sudeste,Cartão de Crédito,130.24
4900,2025-03-06,Esporte e Lazer,223.56,3,Nordeste,Pix,670.68
4297,2025-03-06,Eletrônicos,2044.71,1,Nordeste,Cartão de Crédito,2044.71
2103,2025-03-06,Livros,69.12,4,Sudeste,Cartão de Crédito,276.48
4791,2025-03-06,Moda,269.08,2,Nordeste,Cartão de Crédito,538.16
2672,2025-03-06,Casa e Decoração,324.56,1,Nordeste,Boleto,324.56
2856,2025-03-07,Esporte e Lazer,355.62,1,Nordeste,Pix,355.62
4023,2025-03-07,Beleza,83.14,3,Nordeste,Cartão de Crédito,249.42
2177,2025-03-07,Livros,40.56,1,Nordeste,Cartão de Crédito,40.56
1240,2025-03-07,Livros,40.99,4,Nordeste,Cartão de Crédito,163.96
2207,2025-03-07,Livros,37.75,1,Norte,Cartão de Débito,37.75
2104,2025-03-07,Esporte e Lazer,39.01,1,Sudeste,Pix,39.01
3980,2025-03-09,Eletrônicos,2543.47,1,Sudeste,Pix,2543.47
4259,2025-03-09,Esporte e Lazer,330.93,2,Sul,Cartão de Crédito,661.86
3849,2025-03-10,Livros,25.88,2,Sudeste,Pix,51.76
4531,2025-03-10,Moda,124.01,1,Norte,Pix,124.01
2029,2025-03-10,Beleza,24.91,4,Sul,Cartão de Crédito,99.64
542,2025-03-10,Livros,49.43,1,Sul,Cartão de Crédito,49.43
1813,2025-03-10,Casa e Decoração,353.56,3,Nordeste,Cartão de Débito,1060.68
2220,2025-03-10,Beleza,48.52,3,Nordeste,Cartão de Crédito,145.56
3976,2025-03-10,Beleza,154.02,1,Sul,Pix,154.02
4754,2025-03-10,Beleza,80.99,3,Sudeste,Cartão de Crédito,242.97
2947,2025-03-10,Esporte e Lazer,223.25,2,Nordeste,Cartão de Crédito,446.5
4743,2025-03-10,Esporte e Lazer,30.72,4,Sul,Cartão de Crédito,122.88
1209,2025-03-11,Livros,72.72,4,Sudeste,Pix,290.88
3855,2025-03-11,Casa e Decoração,240.36,1,Sudeste,Pix,240.36
2649,2025-03-11,Esporte e Lazer,353.39,3,Sudeste,Pix,1060.17
2127,2025-03-11,Moda,228.07,4,Sul,Pix,912.28
405,2025-03-11,Casa e Decoração,869.4,1,Nordeste,Cartão de Crédito,869.4
4794,2025-03-11,Casa e Decoração,658.59,2,Norte,Pix,1317.18
4345,2025-03-11,Casa e Decoração,557.04,2,Sudeste,Cartão de Crédito,1114.08
4476,2025-03-12,Moda,124.29,3,Norte,Cartão de Crédito,372.87
1456,2025-03-12,Moda,139.18,3,Sudeste,Cartão de Crédito,417.54
2513,2025-03-12,Eletrônicos,1124.0,2,Sudeste,Pix,2248.0
3220,2025-03-12,Moda,61.74,2,Nordeste,Cartão de Crédito,123.48
3599,2025-03-12,Eletrônicos,1770.62,1,Sul,Pix,1770.62
3479,2025-03-12,Moda,68.98,1,Nordeste,Cartão de Crédito,68.98
4513,2025-03-13,Moda,79.7,1,Nordeste,Cartão de Crédito,79.7
597,2025-03-13,Livros,104.23,2,Sudeste,Boleto,208.46
3395,2025-03-13,Casa e Decoração,362.92,3,Nordeste,Cartão de Débito,1088.76
3404,2025-03-13,Eletrônicos,1612.06,2,Sudeste,Pix,3224.12
2079,2025-03-13,Beleza,56.85,1,Sudeste,Pix,56.85
1529,2025-03-14,Beleza,175.41,1,Sudeste,Cartão de Crédito,175.41
4430,2025-03-14,Moda,43.97,4,Sudeste,Cartão de Crédito,175.88
1132,2025-03-15,Casa e Decoração,261.71,2,Centro-Oeste,Pix,523.42
2263,2025-03-15,Esporte e Lazer,216.66,2,Sul,Cartão de Crédito,433.32
3814,2025-03-15,Moda,51.2,4,Sul,Cartão de Crédito,204.8
3887,2025-03-15,Eletrônicos,2085.62,1,Sudeste,Cartão de Crédito,2085.62
2229,2025-03-15,Esporte e Lazer,30.91,1,Nordeste,Cartão de Crédito,30.91
1306,2025-03-16,Moda,278.07,2,Sul,Cartão de Crédito,556.14
294,2025-03-16,Livros,52.08,3,Sudeste,Boleto,156.24
1581,2025-03-16,Moda,129.87,1,Nordeste,Pix,129.87
319,2025-03-16,Casa e Decoração,254.44,2,Nordeste,Pix,508.88
2618,2025-03-16,Esporte e Lazer,333.56,1,Sul,Cartão de Crédito,333.56
2484,2025-03-16,Esporte e Lazer,428.18,4,Sudeste,Cartão de Crédito,1712.72
1322,2025-03-16,Esporte e Lazer,236.23,2,Sudeste,Cartão de Crédito,472.46
3982,2025-03-17,Esporte e Lazer,59.14,1,Sudeste,Boleto,59.14
3160,2025-03-17,Casa e Decoração,359.85,1,Nordeste,Cartão de Crédito,359.85
332,2025-03-17,Eletrônicos,1502.31,4,Sudeste,Pix,6009.24
114,2025-03-17,Casa e Decoração,240.68,2,Sudeste,Cartão de Débito,481.36
1596,2025-03-17,Esporte e Lazer,53.25,1,Sudeste,Cartão de Crédito,53.25
3629,2025-03-17,Beleza,41.87,2,Sul,Pix,83.74
2003,2025-03-18,Livros,36.92,2,Sudeste,Pix,73.84
454,2025-03-18,Moda,320.46,4,Sudeste,Cartão de Crédito,1281.84
24,2025-03-18,Casa e Decoração,166.45,2,Sudeste,Cartão de Débito,332.9
1524,2025-03-18,Beleza,39.02,1,Norte,Pix,39.02
3403,2025-03-18,Livros,80.75,3,Sudeste,Cartão de Crédito,242.25
449,2025-03-18,Livros,51.14,1,Centro-Oeste,Cartão de Crédito,51.14
2432,2025-03-19,Moda,237.58,3,Sudeste,Cartão de Débito,712.74
1730,2025-03-19,Moda,62.96,4,Sudeste,Cartão de Crédito,251.84
1105,2025-03-20,Beleza,139.27,4,Sudeste,Cartão de Crédito,557.08
2950,2025-03-20,Beleza,137.58,2,Sudeste,Cartão de Crédito,275.16
2410,2025-03-20,Moda,178.65,4,Nordeste,Pix,714.6
578,2025-03-20,Beleza,78.03,4,Centro-Oeste,Cartão de Crédito,312.12
2885,2025-03-20,Esporte e Lazer,46.33,3,Nordeste,Pix,138.99
3743,2025-03-20,Moda,190.87,2,Sudeste,Pix,381.74
684,2025-03-20,Livros,75.81,4,Nordeste,Cartão de Crédito,303.24
76,2025-03-21,Esporte e Lazer,369.32,1,Sudeste,Pix,369.32
3915,2025-03-21,Esporte e Lazer,87.79,2,Sul,Cartão de Crédito,175.58
2483,2025-03-21,Esporte e Lazer,84.61,1,Nordeste,Boleto,84.61
2592,2025-03-21,Beleza,73.71,4,Centro-Oeste,Cartão de Crédito,294.84
3876,2025-03-22,Moda,266.63,1,Sul,Cartão de Crédito,266.63
2287,2025-03-22,Esporte e Lazer,123.5,1,Sul,Cartão de Crédito,123.5
1981,2025-03-22,Beleza,20.15,3,Norte,Cartão de Crédito,60.45
3134,2025-03-22,Moda,247.56,1,Sudeste,Cartão de Crédito,247.56
2695,2025-03-23,Eletrônicos,982.16,3,Nordeste,Pix,2946.48
1061,2025-03-23,Casa e Decoração,183.1,1,Nordeste,Pix,183.1
3508,2025-03-23,Eletrônicos,1319.7,4,Sudeste,Pix,5278.8
3640,2025-03-24,Esporte e Lazer,55.93,4,Sudeste,Cartão de Crédito,223.72
2636,2025-03-24,Esporte e Lazer,90.55,2,Sudeste,Cartão de Crédito,181.1
3252,2025-03-24,Livros,24.44,2,Sudeste,Cartão de Crédito,48.88
1408,2025-03-24,Eletrônicos,649.71,2,Nordeste,Pix,1299.42
4629,2025-03-24,Beleza,85.9,2,Sul,Cartão de Crédito,171.8
4213,2025-03-24,Livros,61.71,1,Nordeste,Cartão de Crédito,61.71
4713,2025-03-25,Moda,117.17,3,Sul,Cartão de Crédito,351.51
3183,2025-03-25,Moda,115.42,1,Centro-Oeste,Boleto,115.42
3864,2025-03-25,Beleza,116.42,1,Sudeste,Cartão de Débito,116.42
4283,2025-03-25,Beleza,177.26,1,Nordeste,Cartão de Crédito,177.26
456,2025-03-25,Moda,120.23,1,Sudeste,Boleto,120.23
1886,2025-03-25,Casa e Decoração,607.06,2,Sudeste,Cartão de Crédito,1214.12
2871,2025-03-25,Casa e Decoração,205.58,3,Sudeste,Pix,616.74
468,2025-03-25,Moda,68.17,3,Nordeste,Cartão de Crédito,204.51
3595,2025-03-26,Moda,362.48,1,Sudeste,Cartão de Crédito,362.48
3378,2025-03-26,Moda,277.02,4,Sudeste,Pix,1108.08
3520,2025-03-26,Eletrônicos,1082.35,4,Nordeste,Cartão de Crédito,4329.4
4509,2025-03-27,Esporte e Lazer,119.55,1,Nordeste,Cartão de Crédito,119.55
1658,2025-03-27,Beleza,94.35,1,Sul,Cartão de Crédito,94.35
450,2025-03-27,Moda,65.45,1,Nordeste,Cartão de Crédito,65.45
4441,2025-03-27,Livros,27.17,1,Nordeste,Boleto,27.17
564,2025-03-28,Livros,56.4,3,Centro-Oeste,Boleto,169.2
986,2025-03-28,Casa e Decoração,193.53,3,Sul,Boleto,580.59
3638,2025-03-28,Livros,65.54,1,Nordeste,Pix,65.54
433,2025-03-28,Casa e Decoração,266.28,3,Sudeste,Cartão de Crédito,798.84
4815,2025-03-28,Beleza,42.26,2,Sul,,84.52
1085,2025-03-28,Casa e Decoração,288.31,4,Sudeste,Boleto,1153.24
1547,2025-03-29,Esporte e Lazer,170.61,4,Sudeste,Cartão de Crédito,682.44
4483,2025-03-29,Livros,42.63,2,Centro-Oeste,Pix,85.26
3600,2025-03-29,Eletrônicos,1833.88,2,Sudeste,Cartão de Crédito,3667.76
4086,2025-03-29,Casa e Decoração,269.71,1,Sudeste,Cartão de Crédito,269.71
4093,2025-03-29,Livros,80.48,4,Nordeste,Pix,321.92
2265,2025-03-29,Beleza,187.48,1,Nordeste,Cartão de Crédito,187.48
4362,2025-03-30,Moda,273.19,2,Sudeste,Cartão de Débito,546.38
793,2025-03-30,Esporte e Lazer,56.73,1,Centro-Oeste,Cartão de Crédito,56.73
469,2025-03-30,Beleza,164.38,1,Sul,Pix,164.38
2537,2025-03-30,Esporte e Lazer,283.71,4,Sudeste,Cartão de Débito,1134.84
657,2025-03-30,Esporte e Lazer,31.9,3,Centro-Oeste,Cartão de Crédito,95.7
1045,2025-03-30,Casa e Decoração,352.05,3,Sudeste,Cartão de Crédito,1056.15
1549,2025-03-30,Esporte e Lazer,45.59,1,Sul,Pix,45.59
2980,2025-03-30,Esporte e Lazer,90.64,2,Nordeste,Cartão de Crédito,181.28
3465,2025-03-30,Livros,88.51,1,Sudeste,Cartão de Crédito,88.51
186,2025-03-30,Moda,282.59,1,Norte,Cartão de Crédito,282.59
1469,2025-03-31,Esporte e Lazer,53.48,2,Norte,Cartão de Crédito,106.96
3260,2025-03-31,Livros,28.2,1,Nordeste,Pix,28.2
1743,2025-03-31,Moda,313.47,3,Nordeste,Cartão de Débito,940.41
4174,2025-03-31,Livros,59.56,4,Nordeste,Pix,238.24
756,2025-03-31,Casa e Decoração,257.53,2,Centro-Oeste,Cartão de Crédito,515.06
2034,2025-03-31,Esporte e Lazer,401.35,1,Sudeste,Cartão de Crédito,401.35
2928,2025-04-01,Livros,27.73,4,Norte,Pix,110.92
1033,2025-04-01,Eletrônicos,1887.35,4,Sul,Cartão de Crédito,7549.4
1407,2025-04-01,Eletrônicos,1988.92,1,Norte,Pix,1988.92
1952,2025-04-01,Esporte e Lazer,197.93,3,Nordeste,Cartão de Crédito,593.79
2642,2025-04-02,Casa e Decoração,321.32,2,Nordeste,Cartão de Débito,642.64
3287,2025-04-02,Livros,40.47,2,Nordeste,Pix,80.94
846,2025-04-03,Esporte e Lazer,310.26,2,Norte,Cartão de Débito,620.52
21,2025-04-03,Beleza,30.9,3,Centro-Oeste,Cartão de Crédito,92.7
774,2025-04-03,Moda,222.71,1,Sudeste,Cartão de Crédito,222.71
651,2025-04-03,Beleza,72.36,4,Sudeste,Cartão de Crédito,289.44
1040,2025-04-03,Livros,109.55,2,Nordeste,Cartão de Crédito,219.1
223,2025-04-03,Casa e Decoração,117.54,1,Sudeste,Pix,117.54
4564,2025-04-03,Livros,68.06,1,Nordeste,Pix,68.06
2578,2025-04-03,Casa e Decoração,228.85,2,Sudeste,Pix,457.7
2551,2025-04-04,Livros,49.65,4,Nordeste,Pix,198.6
1497,2025-04-04,Moda,119.48,2,Norte,Pix,238.96
3232,2025-04-04,Moda,59.29,2,Sudeste,Cartão de Crédito,118.58
4702,2025-04-04,Livros,30.68,1,Sudeste,Boleto,30.68
1866,2025-04-04,Moda,328.16,2,Sul,Pix,656.32
2174,2025-04-04,Eletrônicos,810.12,3,Sudeste,Cartão de Crédito,2430.36
1364,2025-04-04,Esporte e Lazer,52.6,4,Sudeste,Pix,210.4
3411,2025-04-05,Moda,158.8,2,Sudeste,Cartão de Crédito,317.6
1829,2025-04-05,Livros,31.65,1,Sudeste,Pix,31.65
1792,2025-04-05,Livros,46.55,1,Sudeste,Boleto,46.55
906,2025-04-05,Beleza,68.48,2,Sudeste,Cartão de Crédito,136.96
3770,2025-04-06,Beleza,27.22,2,Nordeste,Cartão de Crédito,54.44
4395,2025-04-06,Esporte e Lazer,358.07,3,Sul,Cartão de Crédito,1074.21
1071,2025-04-06,Moda,172.64,3,Centro-Oeste,Cartão de Débito,517.92
3007,2025-04-06,Esporte e Lazer,52.67,1,Nordeste,Cartão de Débito,52.67
2819,2025-04-07,Eletrônicos,486.61,1,Sul,Cartão de Crédito,486.61
2167,2025-04-07,Casa e Decoração,471.33,1,Nordeste,Cartão de Crédito,471.33
1108,2025-04-07,Casa e Decoração,489.31,4,Sudeste,Pix,1957.24
